47.04318323,52.04527359,37.87976411,42.89370025,107.0506397,112.0588744
59.2868648,64.28896859,70.09836394,75.11200311,121.8058265,126.8138071
74.92773289,79.92997878,107.3825841,112.3961125,137.3485412,142.3661864
159.4475938,164.4497469,189.7907197,194.803893,188.9285253,192.9450497
260.912397,265.9144918,236.8968076,241.9106887,237.3015536,242.3172422
282.9465397,287.948623,243.2366712,248.2496198,311.3902492,316.4114305
313.0475291,318.0496015,281.1446897,286.157886,366.2290452,371.2460977
381.5181636,386.5202642,299.7328093,304.7457706,402.1019289,407.1197539
387.8516467,392.8537479,326.2808869,331.2940153,403.1465913,408.1628994
565.0911207,570.0932437,363.5076023,368.5207461,434.0790131,439.0955305
