1002.333116,1007.335163,826.4167172,831.4302514,797.5424101,802.5577997
1006.88687,1011.888915,840.1159284,845.1296726,817.2599609,822.2756738
1018.677032,1023.679112,891.2108816,896.2241323,836.7674519,841.7844832
1022.592524,1025.594622,913.1592839,918.1725019,841.0998808,846.122828
1174.116771,1179.118811,942.7041145,947.7175451,859.6736885,864.6909816
1220.828105,1225.830152,979.1601185,984.1732501,915.137474,920.1544721
1362.829879,1367.831918,984.3532135,989.366365,943.2652585,948.2823289
1430.063633,1435.065679,1135.145202,1135.158665,1005.6419,1010.660809
1499.281542,1504.283622,1198.246192,1203.259463,1044.438931,1049.456787
1523.883664,1528.885717,1250.975089,1255.988387,1107.981609,1112.998493
