419.4412004,422.4416873,406.0486455,411.0521759,454.6132467,459.6170447
425.7170028,430.7174969,407.3854457,412.3888307,458.3815377,463.3872225
425.7457693,430.7462491,410.053684,415.0574842,459.8155894,464.8201658
437.7023821,442.7028634,410.4035558,415.4080963,460.1368419,465.1406288
442.5715941,447.5720746,415.995985,420.9993106,468.5745694,471.5785028
444.300195,449.3006846,416.2342849,421.2375546,469.6033825,474.6073018
450.5983965,455.5988764,417.2673466,422.2708679,475.8195848,479.8236483
455.1681396,460.1686208,421.0400454,426.0450484,476.046274,481.0572997
460.2414579,465.242202,437.7809024,442.7845168,477.196192,482.200058
463.1959009,468.1964008,439.3458267,444.3491704,479.6496327,484.6534427
