437.6351432,442.6357116,447.7592262,452.7647628,444.8716518,449.876645
447.5124928,452.5134743,455.0184542,460.0235357,461.8225298,466.8331767
449.493614,452.4941629,456.1546037,461.1582705,464.8011139,469.8069574
451.5464982,456.5470415,460.5755156,465.5809288,472.4507664,477.4574161
455.4576925,460.4585711,464.6513825,469.6549875,499.3515952,504.3565451
456.7887878,461.7893506,483.1580082,488.1695531,504.0359023,509.0404644
470.1158609,475.1164021,485.428327,490.4319708,509.1123176,514.1180616
484.3568374,489.3590492,501.0920199,506.0958546,511.9745944,516.9871961
489.2891966,494.289804,514.941609,519.9452836,514.1539162,519.1588435
491.136833,496.1373965,517.5038529,522.5081449,536.4792652,541.4856401
