37.2009071,42.2013925,16.7468193,21.7505556,36.9060735,41.9077511
48.0695468,53.0707066,19.1865623,24.191108,54.2828209,59.2845314
51.6569836,56.6590089,20.3582278,25.362957,54.5361396,59.5398445
56.4541273,61.4546048,20.8801225,25.8833597,69.6161614,74.620869
69.2710199,74.273386,20.9301,25.9334727,73.3780754,78.3822344
84.2184215,89.2195511,34.550408,39.5538679,80.5920188,85.5961911
92.1820037,97.182561,38.5521323,43.5577606,102.086698,107.0904534
100.31596,105.3164385,45.3127308,50.3164081,108.1718733,113.1769703
117.6275736,122.628306,45.4348257,50.4389263,114.9187156,119.9223694
126.4704809,131.4709595,45.7618931,50.7665874,122.5297307,127.5336679
