414.8404979,415.8409741,417.3700631,422.3734264,407.9264233,412.9321223
426.9339284,431.9359817,426.1025292,431.1061827,431.072817,435.0806672
429.5040521,434.5045286,426.6378824,431.6472171,433.9411562,438.9449195
430.4220395,435.4225153,430.0225328,435.0258357,446.3360177,451.3401219
440.077347,445.0778113,453.6720223,458.6756511,453.935836,458.9398374
448.5542804,453.5547433,455.4425018,460.4464976,459.116613,464.1206345
459.3282453,464.3287085,456.6800094,461.6842019,466.1412576,471.1464991
472.0908064,477.0912863,464.9269371,469.9307296,487.3278186,492.3421527
473.8235539,478.8240535,476.1631708,481.1665499,496.6778994,501.6869324
481.5487108,486.5499803,498.4955793,503.4991303,505.8218539,510.8262215
