17.5660522,22.5693134,18.2316955,23.2355444,27.3256662,32.3286164
23.8725939,28.8731978,21.477203,26.4813825,35.7949867,40.79729
25.2203892,30.2209916,27.7038174,32.7082347,37.3405226,42.3524523
27.6724394,32.672988,30.8983731,35.9021366,45.2955994,50.3079022
28.5354457,33.5361688,31.5750706,36.5787256,49.708663,54.7137875
35.5447431,40.545309,36.0669362,42.0707097,55.8483463,60.8534206
37.7977547,42.7983472,48.3794299,53.383002,64.1897169,69.2032075
54.4413661,59.4422983,50.1292097,55.1327948,68.3897748,73.4018405
55.5119789,60.5125162,53.5213611,58.5267983,94.9039819,99.9089376
64.9549931,69.9556473,54.6631049,59.6696218,100.9097232,105.9147148
